"","IdAlert","IdCluster","clusterLabel","event_date","primarySource","axe","secondarySource","AccessRisk","evaluation_status","severity","admin1Label","admin1_Id","admin2Label","admin2_Id","admin3Label","admin4Label","admin_4_Label","admin3_Id","hzLabel","hz_Id","Displaced","Returned","Affected","primarySource_id","descritpion","Alert_detail_id","Crisis_Id","hazard_type"
"11",4654,10,"Multisectoriel","2023-02-05","Amis des Personnes en Détresse","Axe Shabunda et ses environs","Autorites locales de Shabunda","Non","En attente d'évaluation","Les pluies torrentielles accompagnées d’un vent violent qui se sont abattues sur le territoire de Shabunda le weekend dernier (du 04 au 5 fev 2023) ont causé d’importants dégâts matériels : Plus de 500 maisons qui ont été touchées, l’Hôpital Général, le bâtiment de l’Administrateur du territoire, plus de 4 à 5 Eglises qui ont été également emportées, il y a même des boutiques emportées avec leurs marchandises. Il y a un bon nombre de la population qui vit à la belle étoile. Nous demandons aux organisations humanitaires tout comme au Gouvernement provinciale que Nationale de bien intervenir le plus vite que possible pour subvenir à la vie de cette population qui vit actuellement à la belle étoile.","Sud-kivu","CD62","Shabunda","CD6203","NULL","NULL","NULL","NULL","Shabunda","CD6203ZS04",3000,0,0,119,"Les pluies torrentielles accompagnées d’un vent violent qui se sont abattues sur le territoire de Shabunda le weekend dernier (du 04 au 5 fev 2023) ont causé d’importants dégâts matériels : Plus de 500 maisons qui ont été touchées, l’Hôpital Général, le bâtiment de l’Administrateur du territoire, plus de 4 à 5 Eglises qui ont été également emportées, il y a même des boutiques emportées avec leurs marchandises. Il y a un bon nombre de la population qui vit à la belle étoile. Nous demandons aux organisations humanitaires tout comme au Gouvernement provinciale que Nationale de bien intervenir le plus vite que possible pour subvenir à la vie de cette population qui vit actuellement à la belle étoile.",5050,"NULL",NA
"12",4629,10,"Multisectoriel","2023-01-06","Division Provinciale des Affaires Humanitaires","Kibungu, Mimbi, Bakangala, Kihungwe, Bakangala","Points Focaux Ocha","Non","En attente d'évaluation","Une pluie diluvienne accompagnée d’un vent violent s’est abattue dans le Groupement de Basimimbi et Basikasingo secteur de Lulenge Territoire de Fizi dans l’après-midi de la journée de Vendredi 06 Janvier 2023. Plus de 220 maisons ont été endommagées par cette pluie à part les maisons,  signalons qu’une partie du departement de pédiatrie de l’hôpital Général de Référence de Kilembe a été endommagée et l’Eglise Néo apostolique de Kilembwe endommagée.","Sud-kivu","CD62","Fizi","CD6210","Lulenge","Basimimbi","Mimbi","CD621003020053","Kimbi Lulenge","CD6210ZS02",1540,0,0,335,"Une pluie diluvienne accompagnée d’un vent violent s’est abattue dans le Groupement de Basimimbi et Basikasingo secteur de Lulenge Territoire de Fizi dans l’après-midi de la journée de Vendredi 06 Janvier 2023. Plus de 220 maisons ont été endommagées par cette pluie à part les maisons,  signalons qu’une partie du departement de pédiatrie de l’hôpital Général de Référence de Kilembe a été endommagée et l’Eglise Néo apostolique de Kilembwe endommagée.",5025,"NULL",NA
"13",4591,10,"Multisectoriel","2023-01-28","Autre","Shabunda Centre","Points Focaux Ocha","Non","En attente d'évaluation","Du 28/12/2022 au 02/01/2023 à Shabunda Centre, Groupement de Bangoma, Chefferie des Bakisi dans la Zone de Santé de Shabunda, Environ 474 ménages sont victimes de l'inondation de la rivière ulindi il s'agit de :  Quartier mbangayo 122 ménages, kitete 154, lupimbi 109, mankulu 89, et 2 enfants dont une fillette de 2 ans et un garçon mineur sont décédés par noyade lors de cette inondation. le 29/12/2022 dans la localité de Lukala, Groupement de Bamuguba-Nord en Chefferie des Bakisi dans la Zone de Santé de Lulingu, plus ou moins 72 ménages sont victimes de l'inondation de la rivière Lubilu, tous ces sinistrés de Shabunda Centre et de Lukala sont actuellement dans les familles d'accueil et ils vivent un moment difficile surtout les plans entre autres :  la protection, la santé et l'insécurité alimentaire.","Sud-kivu","CD62","Shabunda","CD6203","Bakisi","Bangoma","Av mbambaiwa","CD620302060031","Shabunda","CD6203ZS04",2370,0,0,1,"Du 28/12/2022 au 02/01/2023 à Shabunda Centre, Groupement de Bangoma, Chefferie des Bakisi dans la Zone de Santé de Shabunda, Environ 474 ménages sont victimes de l'inondation de la rivière ulindi il s'agit de :  Quartier mbangayo 122 ménages, kitete 154, lupimbi 109, mankulu 89, et 2 enfants dont une fillette de 2 ans et un garçon mineur sont décédés par noyade lors de cette inondation. le 29/12/2022 dans la localité de Lukala, Groupement de Bamuguba-Nord en Chefferie des Bakisi dans la Zone de Santé de Lulingu, plus ou moins 72 ménages sont victimes de l'inondation de la rivière Lubilu, tous ces sinistrés de Shabunda Centre et de Lukala sont actuellement dans les familles d'accueil et ils vivent un moment difficile surtout les plans entre autres :  la protection, la santé et l'insécurité alimentaire.",4977,"NULL",NA
"14",4564,10,"Multisectoriel","2022-12-02","Division Provinciale des Affaires Humanitaires","Bushushu","Autorités locales et Caritas local/ noyau de Nyabibwe, Société civile","Non","En attente d'évaluation","Une pluie diluvienne a surpris la population du village Bushushu le 02 décembre 2022 et a causé des dégâts importants dans le village de Bushushu. Il s'agit d'une rivière qui a quitté son lit et s'est déversée dans ledit village, emportant ainsi 204 maisons d'habitation abritant 1428 personnes, l'institut Chirendera et d'autres structures publiques. Aussi, une femme aurait été disparue (emportée par les eaux), 7 personnes blessées et plusieurs champs dévastés.","Sud-kivu","CD62","Kalehe","CD6205","Buhavu","Mbinga-sud","Bushushu","CD620501050006","Kalehe","CD6205ZS02",1428,0,0,335,"Une pluie diluvienne a surpris la population du village Bushushu le 02 décembre 2022 et a causé des dégâts importants dans le village de Bushushu. Il s'agit d'une rivière qui a quitté son lit et s'est déversée dans ledit village, emportant ainsi 204 maisons d'habitation abritant 1428 personnes, l'institut Chirendera et d'autres structures publiques. Aussi, une femme aurait été disparue (emportée par les eaux), 7 personnes blessées et plusieurs champs dévastés.",4930,"NULL",NA
"15",4555,10,"Multisectoriel","2022-10-19","Société civile","Nyabibwe-Murambi- Kalungu- Minova","DIVAH, autorités locales et Caritas local/ noyau de Nyabibwe, SOCIV territoriale de Kalehe...","Non","En attente d'évaluation","Suite aux abondantes pluies abattues entre le 29 et 30 novembre 2022 dans le village Murambi, 09 personnes dont 4 enfants ont trouvé la mort dans les éboulements / glissements de terre ayant emporté leurs maisons. Plusieurs autres personnes sont blessées et sont admises dans les structures sanitaires de la place (CS Kaluba etc). Au moins une cinquantaine des maisons ont été emportées par les éboulements / glissements de terre, mettant environ une centaine de familles sans abris fixes. Aucune assistance n'a été donnée à ce jour aux victimes/ sinistrés.
Pour rappel, depuis le 19 octobre jusqu'au 30 novembre 2022, plus de 729 ménages ont été affectées par les glissements de terre / éboulements dans le même territoire/ même Chefferie, ayant emporté 289 autres maisons et 540 champs des des habitants des villages Ruzazi, Kamatembe, Salama 1&2, Rehema, Lumumba, Maendeleo, Nyamishanga, Du Marché, Mapito, Himbi, Majengo 1&2, Amani, Kanenge, Nkubi etc (groupement Mbinga Nord)","Sud-kivu","CD62","Kalehe","CD6205","Buhavu","Buzi","Murambi","CD620501010043","Minova","CD6205ZS04",500,0,0,918,"Suite aux abondantes pluies abattues entre le 29 et 30 novembre 2022 dans le village Murambi, 09 personnes dont 4 enfants ont trouvé la mort dans les éboulements / glissements de terre ayant emporté leurs maisons. Plusieurs autres personnes sont blessées et sont admises dans les structures sanitaires de la place (CS Kaluba etc). Au moins une cinquantaine des maisons ont été emportées par les éboulements / glissements de terre, mettant environ une centaine de familles sans abris fixes. Aucune assistance n'a été donnée à ce jour aux victimes/ sinistrés.
Pour rappel, depuis le 19 octobre jusqu'au 30 novembre 2022, plus de 729 ménages ont été affectées par les glissements de terre / éboulements dans le même territoire/ même Chefferie, ayant emporté 289 autres maisons et 540 champs des des habitants des villages Ruzazi, Kamatembe, Salama 1&2, Rehema, Lumumba, Maendeleo, Nyamishanga, Du Marché, Mapito, Himbi, Majengo 1&2, Amani, Kanenge, Nkubi etc (groupement Mbinga Nord)",4923,"NULL",NA
"16",4555,10,"Multisectoriel","2022-10-19","Société civile","Nyabibwe-Murambi- Kalungu- Minova","DIVAH, autorités locales et Caritas local/ noyau de Nyabibwe, SOCIV territoriale de Kalehe...","Non","En attente d'évaluation","Suite aux abondantes pluies abattues entre le 29 et 30 novembre 2022 dans le village Murambi, 09 personnes dont 4 enfants ont trouvé la mort dans les éboulements / glissements de terre ayant emporté leurs maisons. Plusieurs autres personnes sont blessées et sont admises dans les structures sanitaires de la place (CS Kaluba etc). Au moins une cinquantaine des maisons ont été emportées par les éboulements / glissements de terre, mettant environ une centaine de familles sans abris fixes. Aucune assistance n'a été donnée à ce jour aux victimes/ sinistrés.
Pour rappel, depuis le 19 octobre jusqu'au 30 novembre 2022, plus de 729 ménages ont été affectées par les glissements de terre / éboulements dans le même territoire/ même Chefferie, ayant emporté 289 autres maisons et 540 champs des des habitants des villages Ruzazi, Kamatembe, Salama 1&2, Rehema, Lumumba, Maendeleo, Nyamishanga, Du Marché, Mapito, Himbi, Majengo 1&2, Amani, Kanenge, Nkubi etc (groupement Mbinga Nord)","Sud-kivu","CD62","Kalehe","CD6205","Buhavu","Mbinga-nord","NULL","NULL","Kalehe","CD6205ZS02",4374,0,0,918,"Suite aux abondantes pluies abattues entre le 29 et 30 novembre 2022 dans le village Murambi, 09 personnes dont 4 enfants ont trouvé la mort dans les éboulements / glissements de terre ayant emporté leurs maisons. Plusieurs autres personnes sont blessées et sont admises dans les structures sanitaires de la place (CS Kaluba etc). Au moins une cinquantaine des maisons ont été emportées par les éboulements / glissements de terre, mettant environ une centaine de familles sans abris fixes. Aucune assistance n'a été donnée à ce jour aux victimes/ sinistrés.
Pour rappel, depuis le 19 octobre jusqu'au 30 novembre 2022, plus de 729 ménages ont été affectées par les glissements de terre / éboulements dans le même territoire/ même Chefferie, ayant emporté 289 autres maisons et 540 champs des des habitants des villages Ruzazi, Kamatembe, Salama 1&2, Rehema, Lumumba, Maendeleo, Nyamishanga, Du Marché, Mapito, Himbi, Majengo 1&2, Amani, Kanenge, Nkubi etc (groupement Mbinga Nord)",4924,"NULL",NA
"17",4547,10,"Multisectoriel","2022-11-22","Autre",NA,"organisations humanitaires locales","Non","Evaluation terminée","Zone de santé de Nundu : 2126 ménages sans abris, 17 enfants blessés, 535 ha de champ sont inondés et 2126 maisons détruites lors des intempéries enregistrées dans le secteur de Tanganyika, littoral nord du territoire de Fizi du 21 au 25 novembre 2022. Des sources humanitaires locales, des pluies diluviennes accompagnées des vents violents se sont abattus durant trois jours dans le secteur de Tanganyika affectant 13 localités dont Mboko, Kenya, Asele, Kabondozi, Munguli, Ilila, Kabumbe, Mukwezi, Abeka, Ake1, Ake2, Mgalula, et Makobola 2. Ces ménages sinistrés sont sans abris et sont accueillis dans les familles non touchées par ces intempéries, d’autres sinistrés sont dans les bâtiments publics (écoles, églises, etc.). Les autorités sanitaires locales redoutent que ces familles sinistrées ne développent certaines maladies liées aux intempéries, au froid et aux mauvaises conditions hygiéniques. Des besoins immédiats ont été signalés en abris, vivres, non vivres et soins médicaux ainsi qu’en eau potable et infrastructures d’hygiène et assainissement. Pour l’heure, ces besoins restent entiers en raison notamment des faibles capacités de réponse rapide. OCHA a engagé des discussions avec les partenaires de réponse rapide pour la faisabilité d’une évaluation multisectorielle approfondie suivie d’une assistance humanitaire urgente.","Sud-kivu","CD62","Fizi","CD6210","Tanganyika","NULL","NULL","NULL","Nundu","CD6210ZS04",0,0,12738,1,"Zone de santé de Nundu : 2126 ménages sans abris, 17 enfants blessés, 535 ha de champ sont inondés et 2126 maisons détruites lors des intempéries enregistrées dans le secteur de Tanganyika, littoral nord du territoire de Fizi du 21 au 25 novembre 2022. Des sources humanitaires locales, des pluies diluviennes accompagnées des vents violents se sont abattus durant trois jours dans le secteur de Tanganyika affectant 13 localités dont Mboko, Kenya, Asele, Kabondozi, Munguli, Ilila, Kabumbe, Mukwezi, Abeka, Ake1, Ake2, Mgalula, et Makobola 2. Ces ménages sinistrés sont sans abris et sont accueillis dans les familles non touchées par ces intempéries, d’autres sinistrés sont dans les bâtiments publics (écoles, églises, etc.). Les autorités sanitaires locales redoutent que ces familles sinistrées ne développent certaines maladies liées aux intempéries, au froid et aux mauvaises conditions hygiéniques. Des besoins immédiats ont été signalés en abris, vivres, non vivres et soins médicaux ainsi qu’en eau potable et infrastructures d’hygiène et assainissement. Pour l’heure, ces besoins restent entiers en raison notamment des faibles capacités de réponse rapide. OCHA a engagé des discussions avec les partenaires de réponse rapide pour la faisabilité d’une évaluation multisectorielle approfondie suivie d’une assistance humanitaire urgente.",4916,"NULL",NA
"18",4546,10,"Multisectoriel","2022-11-24","Autre",NA,"organisations humanitaires locales","Non","En attente d'évaluation","Zone de santé de Kimbi-Lulenge : plus de 400 ménages affectés par des fortes pluies dans quelques localités des groupements Basikasingo et Basimimbi. En début d’après-midi du 24 novembre (entre 13h et 15h), des fortes précipitations combinées aux vents violents ont été enregistrées dans quelques villages des groupements Basikasingo et Basimimbi. Ces localités sont Bibizi, Katupu, Kilembwe et Mayimoto. A des échelles et ampleurs variables, ces fortes pluies ont provoqué des dégâts importants sur les abris et les biens des populations civiles de deux entités administratives. Quelques infrastructures sociales (école et église) ont également été endommagées. Les dirigeants locaux ont recensé 459 familles sans abris dont certaines passent la nuit dans des bâtiments publics (écoles, églises, etc.), et d’autres ont été accueillies chez leurs proches dans des conditions difficiles. OCHA a engagé des discussions avec les dirigeants locaux et quelques partenaires humanitaires œuvrant dans la zone pour la faisabilité d’une assistance humanitaire","Sud-kivu","CD62","Fizi","CD6210","Lulenge","Basikasingo","NULL","NULL","Kimbi Lulenge","CD6210ZS02",0,0,2000,1,"Zone de santé de Kimbi-Lulenge : plus de 400 ménages affectés par des fortes pluies dans quelques localités des groupements Basikasingo et Basimimbi. En début d’après-midi du 24 novembre (entre 13h et 15h), des fortes précipitations combinées aux vents violents ont été enregistrées dans quelques villages des groupements Basikasingo et Basimimbi. Ces localités sont Bibizi, Katupu, Kilembwe et Mayimoto. A des échelles et ampleurs variables, ces fortes pluies ont provoqué des dégâts importants sur les abris et les biens des populations civiles de deux entités administratives. Quelques infrastructures sociales (école et église) ont également été endommagées. Les dirigeants locaux ont recensé 459 familles sans abris dont certaines passent la nuit dans des bâtiments publics (écoles, églises, etc.), et d’autres ont été accueillies chez leurs proches dans des conditions difficiles. OCHA a engagé des discussions avec les dirigeants locaux et quelques partenaires humanitaires œuvrant dans la zone pour la faisabilité d’une assistance humanitaire",4915,"NULL",NA
"19",4358,10,"Multisectoriel","2022-06-07","Caritas Kasongo",NA,"Autorités locales","Non","En attente d'évaluation","En date du 07 juin 2022, une pluie diluvienne accompagnée des vents violents se sont abattus sur le secteur de Lulenge (ZS Kimbi Lulenge, territoire de Fizi) causant des dégâts matériels importants dans le village de Maïndombe (information confirmée par les autorités locales, société civile locale, acteurs humanitaires). Des toitures des maisons ont été emportées, les biens ménagers y compris des vivres ont été détruits mais il n’y a pas eu de perte en vies humaines. Selon la Caritas Kasongo, le bilan provisoire fait état de 364 ménages sans abris et plusieurs champs agricoles dévastés. Ces ménages passent les nuits à la belle étoile pour certains et pour d’autres ménages, ils sont actuellement dans les familles d’accueil. Aucune assistance n’a été apportée à ces ménages sinistrés qui présentent des besoins urgents en termes d’abris, des vivres et des non-vivres. OCHA encourage la mission d’évaluation rapide des besoins que propose le partenaire CARITAS KASONGO ensemble avec les acteurs étatiques locaux de Kilembwe ou de Fizi.","Sud-kivu","CD62","Fizi","CD6210","Lulenge","Obekulu","NULL","NULL","Kimbi Lulenge","CD6210ZS02",0,0,1820,100179,"En date du 07 juin 2022, une pluie diluvienne accompagnée des vents violents se sont abattus sur le secteur de Lulenge (ZS Kimbi Lulenge, territoire de Fizi) causant des dégâts matériels importants dans le village de Maïndombe (information confirmée par les autorités locales, société civile locale, acteurs humanitaires). Des toitures des maisons ont été emportées, les biens ménagers y compris des vivres ont été détruits mais il n’y a pas eu de perte en vies humaines. Selon la Caritas Kasongo, le bilan provisoire fait état de 364 ménages sans abris et plusieurs champs agricoles dévastés. Ces ménages passent les nuits à la belle étoile pour certains et pour d’autres ménages, ils sont actuellement dans les familles d’accueil. Aucune assistance n’a été apportée à ces ménages sinistrés qui présentent des besoins urgents en termes d’abris, des vivres et des non-vivres. OCHA encourage la mission d’évaluation rapide des besoins que propose le partenaire CARITAS KASONGO ensemble avec les acteurs étatiques locaux de Kilembwe ou de Fizi.",4721,"NULL",NA
"20",4336,10,"Multisectoriel","2022-05-26","Transcultural Psychosocial Organisation",NA,"UNICEF","Non","En attente d'évaluation","Une pluie diluvienne accompagnee des vents s'est abbatue encore  , dans  le village de Bushushu, aire de sante de  Nyamukubi, ,groupement de Mbinga Sud,Chefferie de Buhavu  en Territoire de Kalehe,dans la Zone de sante de Kalehe dans la nuit du 25 mai 2022 aux environs de 20h . le bilan fait par les sources locales fait etat de   4 maisons emportees dans le meme quaerite Amani  et     10 ménages  menages sinistres deplaces . ces menages   vivent    actuellement  dans  les   familles  d'acceuil  et d'autres restent sans abris. La rivière a débordé et les eaux ont traverse la  RN2 vers le lac. la situation est sous investigation .","Sud-kivu","CD62","Kalehe","CD6205","Buhavu","Mbinga-sud","Bushushu","CD620501050006","Kalehe","CD6205ZS02",0,0,60,682,"Une pluie diluvienne accompagnee des vents s'est abbatue encore  , dans  le village de Bushushu, aire de sante de  Nyamukubi, ,groupement de Mbinga Sud,Chefferie de Buhavu  en Territoire de Kalehe,dans la Zone de sante de Kalehe dans la nuit du 25 mai 2022 aux environs de 20h . le bilan fait par les sources locales fait etat de   4 maisons emportees dans le meme quaerite Amani  et     10 ménages  menages sinistres deplaces . ces menages   vivent    actuellement  dans  les   familles  d'acceuil  et d'autres restent sans abris. La rivière a débordé et les eaux ont traverse la  RN2 vers le lac. la situation est sous investigation .",4699,"NULL",NA
"21",4327,10,"Multisectoriel","2022-05-15","Agence d'aide à la Coopération Technique et au Développement",NA,"APDE,  AT et Antenne Humanitaire de Shabunda","Non","En attente d'évaluation","Selon l'administrateur du Territoire de Shabunda et la Cheffe de service de l'antenne Humanitaire, la pluie qui s'était abattue la nuit du 15/05/2022 de 19h30 à 20h30 à Shabunda centre dans le groupement de Bangoma Chefferie des Bakisi Zone de Santé de Shabunda, avait comme bilan : 2 personnes blessées, plus ou moins 350 maisons d'habitation dont 51en matériaux durables où les murs sont écroulés, 5 autres où les toitures sont emportées, 116 autres construites en briques dobe où leurs toitures emportées, 178 maisons construites en sctik d'arbres et en palle, la toiture de l'EP Nyampengele a été touchée, la toiture de 3 classe de l'EP Bidii emportée, les toitures de l'église 5 e CELPA, Témoins de Jéhovah, Homenerie et de Neno touchées. la Tribune du stade Mizinga touchée,
L'autorité locale demande aux personnes de bonne volonté de venir assister les sinistrés.","Sud-kivu","CD62","Shabunda","CD6203","Bakisi","Bangoma","NULL","NULL","Shabunda","CD6203ZS04",0,0,1750,81,"Selon l'administrateur du Territoire de Shabunda et la Cheffe de service de l'antenne Humanitaire, la pluie qui s'était abattue la nuit du 15/05/2022 de 19h30 à 20h30 à Shabunda centre dans le groupement de Bangoma Chefferie des Bakisi Zone de Santé de Shabunda, avait comme bilan : 2 personnes blessées, plus ou moins 350 maisons d'habitation dont 51en matériaux durables où les murs sont écroulés, 5 autres où les toitures sont emportées, 116 autres construites en briques dobe où leurs toitures emportées, 178 maisons construites en sctik d'arbres et en palle, la toiture de l'EP Nyampengele a été touchée, la toiture de 3 classe de l'EP Bidii emportée, les toitures de l'église 5 e CELPA, Témoins de Jéhovah, Homenerie et de Neno touchées. la Tribune du stade Mizinga touchée,
L'autorité locale demande aux personnes de bonne volonté de venir assister les sinistrés.",4690,"NULL",NA
"22",4303,10,"Multisectoriel","2022-04-25","Transcultural Psychosocial Organisation","Kaduru Paillotte","Croix rouge provinciale et DIVAH Sud Kivu","Non","En attente d'évaluation","Le soir du 25 avril il a été signalé un glissement de terre suite à une forte pluie dans la ville de Bukavu, sur l'avenue Lycée Wima dans le quartier Nkafu (commune et ZS de Kadutu) : Plusieurs civils décédés et plusieurs autres blessés et internés au CS ISTM, au CH Dr RAU et à l'HPGR de Bukavu; Environ 30 maisons emportées avec plusieurs ménages touchés qui seraient dans les familles d'accueil; Il est signalé aussi des dégâts matériels dont véhicules et motos endommagés. Evaluation des humanitaires et les autorités le 26 avril mais pas de positionnement de réponse","Sud-kivu","CD62","Bukavu","CD6201","Kadutu","Nkafu","NULL","NULL","Kadutu","CD6201ZS03",150,0,150,682,"Le soir du 25 avril il a été signalé un glissement de terre suite à une forte pluie dans la ville de Bukavu, sur l'avenue Lycée Wima dans le quartier Nkafu (commune et ZS de Kadutu) : Plusieurs civils décédés et plusieurs autres blessés et internés au CS ISTM, au CH Dr RAU et à l'HPGR de Bukavu; Environ 30 maisons emportées avec plusieurs ménages touchés qui seraient dans les familles d'accueil; Il est signalé aussi des dégâts matériels dont véhicules et motos endommagés. Evaluation des humanitaires et les autorités le 26 avril mais pas de positionnement de réponse",4664,"NULL",NA
"23",4294,10,"Multisectoriel","2022-04-26","Caritas Développement","Nyangezi/ Mazigiro","DIVAH, Caritas Bukavu, autorités locales de Nyangezi","Non","En attente d'évaluation","Dix personnes seraient mortes dans le village Mazigiro suite aux fortes pluies qui se sont abattues dans différents villages du groupement de Karhongo/Nyangezi dans l’après-midi du 26 Avril 2022. Selon les premiers éléments d’information recueillis dans les zones touchées, les dégâts sont énormes : La rivière Cihanda dans le groupement de Karhongo a débordé et détruit plusieurs maisons dans le centre de Munya, et les habitants de ces maisons sont actuellement hébergés dans les familles d’accueil. Plusieurs ponts reliant certains villages ont été emportés, des vastes étendus des champs seraient dévastées. Cette catastrophe intervient après celle du 12 février 2022 qui avait causé d’importants dégâts dans le même groupement (Alerte 4218). Les conséquences de cette catastrophe sont toujours palpables à ces jours dans le groupement de Karhongo car aucune assistance humanitaire n’a été apporté aux populations sinistrées qui vivent actuellement dans la précarité et sans assistance. Au 28 avril, 53 ménages de 328 personnes dont les maisons ont été emportées par les eaux de la rivière Chihanda passent nuit en familles d’accueil et
36 ménages sont regroupés dans les 2 petits sites aménagés à Nyangezi centre pour cette circonstance. A Mazigiro, 17 familles de 102 personnes se sont vu leurs maisons emportées par des érosions et d’autres ensevelies par les éboulements.","Sud-kivu","CD62","Walungu","CD6207","Ngweshe","NULL","NULL","NULL","Nyangezi","CD6207ZS03",0,0,544,214,"Dix personnes seraient mortes dans le village Mazigiro suite aux fortes pluies qui se sont abattues dans différents villages du groupement de Karhongo/Nyangezi dans l’après-midi du 26 Avril 2022. Selon les premiers éléments d’information recueillis dans les zones touchées, les dégâts sont énormes : La rivière Cihanda dans le groupement de Karhongo a débordé et détruit plusieurs maisons dans le centre de Munya, et les habitants de ces maisons sont actuellement hébergés dans les familles d’accueil. Plusieurs ponts reliant certains villages ont été emportés, des vastes étendus des champs seraient dévastées. Cette catastrophe intervient après celle du 12 février 2022 qui avait causé d’importants dégâts dans le même groupement (Alerte 4218). Les conséquences de cette catastrophe sont toujours palpables à ces jours dans le groupement de Karhongo car aucune assistance humanitaire n’a été apporté aux populations sinistrées qui vivent actuellement dans la précarité et sans assistance. Au 28 avril, 53 ménages de 328 personnes dont les maisons ont été emportées par les eaux de la rivière Chihanda passent nuit en familles d’accueil et
36 ménages sont regroupés dans les 2 petits sites aménagés à Nyangezi centre pour cette circonstance. A Mazigiro, 17 familles de 102 personnes se sont vu leurs maisons emportées par des érosions et d’autres ensevelies par les éboulements.",4642,"NULL",NA
"24",4294,10,"Multisectoriel","2022-04-26","Caritas Développement","Nyangezi/ Mazigiro","DIVAH, Caritas Bukavu, autorités locales de Nyangezi","Non","En attente d'évaluation","Dix personnes seraient mortes dans le village Mazigiro suite aux fortes pluies qui se sont abattues dans différents villages du groupement de Karhongo/Nyangezi dans l’après-midi du 26 Avril 2022. Selon les premiers éléments d’information recueillis dans les zones touchées, les dégâts sont énormes : La rivière Cihanda dans le groupement de Karhongo a débordé et détruit plusieurs maisons dans le centre de Munya, et les habitants de ces maisons sont actuellement hébergés dans les familles d’accueil. Plusieurs ponts reliant certains villages ont été emportés, des vastes étendus des champs seraient dévastées. Cette catastrophe intervient après celle du 12 février 2022 qui avait causé d’importants dégâts dans le même groupement (Alerte 4218). Les conséquences de cette catastrophe sont toujours palpables à ces jours dans le groupement de Karhongo car aucune assistance humanitaire n’a été apporté aux populations sinistrées qui vivent actuellement dans la précarité et sans assistance. Au 28 avril, 53 ménages de 328 personnes dont les maisons ont été emportées par les eaux de la rivière Chihanda passent nuit en familles d’accueil et
36 ménages sont regroupés dans les 2 petits sites aménagés à Nyangezi centre pour cette circonstance. A Mazigiro, 17 familles de 102 personnes se sont vu leurs maisons emportées par des érosions et d’autres ensevelies par les éboulements.","Sud-kivu","CD62","Walungu","CD6207","Ngweshe","NULL","NULL","NULL","Nyangezi","CD6207ZS03",0,0,102,214,"Dix personnes seraient mortes dans le village Mazigiro suite aux fortes pluies qui se sont abattues dans différents villages du groupement de Karhongo/Nyangezi dans l’après-midi du 26 Avril 2022. Selon les premiers éléments d’information recueillis dans les zones touchées, les dégâts sont énormes : La rivière Cihanda dans le groupement de Karhongo a débordé et détruit plusieurs maisons dans le centre de Munya, et les habitants de ces maisons sont actuellement hébergés dans les familles d’accueil. Plusieurs ponts reliant certains villages ont été emportés, des vastes étendus des champs seraient dévastées. Cette catastrophe intervient après celle du 12 février 2022 qui avait causé d’importants dégâts dans le même groupement (Alerte 4218). Les conséquences de cette catastrophe sont toujours palpables à ces jours dans le groupement de Karhongo car aucune assistance humanitaire n’a été apporté aux populations sinistrées qui vivent actuellement dans la précarité et sans assistance. Au 28 avril, 53 ménages de 328 personnes dont les maisons ont été emportées par les eaux de la rivière Chihanda passent nuit en familles d’accueil et
36 ménages sont regroupés dans les 2 petits sites aménagés à Nyangezi centre pour cette circonstance. A Mazigiro, 17 familles de 102 personnes se sont vu leurs maisons emportées par des érosions et d’autres ensevelies par les éboulements.",4643,"NULL",NA
"25",4292,10,"Multisectoriel","2022-04-27","Transcultural Psychosocial Organisation","Bushushu - Nyamukubi","Caritas Bukavu, autorités locales, Antenne Humanitaire Kalehe et DIVAH SK","Je ne sais pas","En attente d'évaluation","Un pluie sur des vents violents se sont abattues dans la localité Bushushu/ Nyamukubi ce 27 avril, causant ainsi des dégâts humains et matériels très considérables suite à la crue des rivières Nyamukubi et Chishova. Selon les sources concordantes, 9 personnes seraient décédées et plusieurs autres blessées et internées dans une structure sanitaire de la place (l'Hôpital Muhini). En tout, plus de 100 maisons d'habitation auraient été endommagées laissant sans abris approximativement 570 personnes qui ont trouvé refuge dans une école de la place. Environ 150 champs de cultures vivrières et 56 jardins potagers et une partie de la Route (RN2) auraient également été touchés","Sud-kivu","CD62","Kalehe","CD6205","Buhavu","Mbinga-sud","Bushushu","CD620501050006","Kalehe","CD6205ZS02",0,0,570,682,"Un pluie sur des vents violents se sont abattues dans la localité Bushushu/ Nyamukubi ce 27 avril, causant ainsi des dégâts humains et matériels très considérables suite à la crue des rivières Nyamukubi et Chishova. Selon les sources concordantes, 9 personnes seraient décédées et plusieurs autres blessées et internées dans une structure sanitaire de la place (l'Hôpital Muhini). En tout, plus de 100 maisons d'habitation auraient été endommagées laissant sans abris approximativement 570 personnes qui ont trouvé refuge dans une école de la place. Environ 150 champs de cultures vivrières et 56 jardins potagers et une partie de la Route (RN2) auraient également été touchés",4640,"NULL",NA
